U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,U42,U43,U44,U45,U46,U47,U48,U49,U50,U51,U52,U53,U54,U55,U56,U57,U58,U59,U60,U61,U62,U63,U64,U65,U66,U67,U68,U69,U70,U71,U72,U73,U74,U75,U76,U77,U78,U79,U80
861.805,NaN,730.988,693.845,731.043,674.109,816.947,726.441,656.673,603.295,792.022,618.768,981.909,840.029,749.84,779.04,807.908,783.042,691.023,798.472,641.992,698.656,624.82,655.404,585.61,807.693,692.612,658.932,704.684,721.307,838.303,750.437,721.933,503.502,504.918,533.472,577.348,528.225,731.397,716.335,865.904,NaN,642.663,664.757,979.831,780.033,717.677,792.649,679.579,685.524,852.331,677.155,894.069,606.047,629.787,629.367,779.03,791.146,695.063,722.312,795.616,650.928,673.946,658.35,660.521,845.057,800.273,639.363,791.055,594.072,600.466,729.252,651.491,511.363,567.891,705.267,629.228,525.147,747.836,716.036
862.011,NaN,731.331,694.113,731.207,674.599,817.167,726.654,657.18,603.386,792.221,618.927,982.02,840.502,749.944,779.558,808.437,783.28,691.371,798.826,642.147,699.009,624.985,655.775,585.908,808.162,692.854,659.075,704.859,721.601,838.472,751.008,722.13,503.548,505.632,533.588,577.573,528.461,731.968,716.39,866.639,NaN,642.813,665.122,980.111,780.377,717.944,793.178,679.956,685.904,852.567,677.479,894.604,606.208,629.874,629.48,779.231,791.304,695.404,722.638,796.318,651.07,674.184,658.765,660.711,845.179,800.499,639.465,791.361,594.428,600.598,729.294,651.612,511.671,568.478,705.364,629.693,525.175,748.197,716.196
862.469,NaN,731.784,694.477,731.653,674.806,817.586,727.042,657.293,603.776,792.404,619.014,982.539,840.778,750.527,779.777,808.961,783.489,691.524,799.13,642.311,699.4,625.412,655.873,586.006,808.288,693.473,659.245,705.24,721.88,838.773,751.536,722.914,504.025,505.834,533.755,577.705,528.626,732.308,716.486,867.006,NaN,643.98,665.277,980.707,781.108,718.243,793.306,680.143,686.194,852.867,677.567,894.983,606.42,630.299,629.652,779.43,791.452,695.69,722.857,796.558,651.341,674.473,659.317,661.372,845.495,800.945,639.832,791.731,594.651,600.735,729.441,651.757,511.831,569.763,706.478,629.748,525.409,748.811,716.282
862.581,NaN,732.441,694.677,731.799,675.071,817.801,727.84,657.613,603.939,792.564,619.767,982.735,840.996,750.662,779.859,809.193,783.876,691.834,799.37,642.471,699.604,625.59,656.708,586.557,808.637,693.793,659.506,705.546,722.025,838.915,751.698,722.985,505.068,505.928,533.975,577.812,528.847,732.436,717.026,867.425,NaN,644.339,665.442,981.025,781.503,718.411,793.76,680.3,686.376,853.003,677.756,895.199,606.927,631.221,629.84,780.208,791.66,695.806,723.227,797.161,651.492,674.653,659.48,661.473,845.962,801.25,639.929,792.05,594.919,601.259,729.966,651.974,512.145,569.929,706.613,629.87,525.572,749.134,716.59
862.766,NaN,732.744,695.055,731.962,675.328,818.699,727.996,657.685,604.058,792.718,619.908,982.877,842.095,751.219,780.056,809.519,784.008,692.041,800.155,642.876,700.457,626.292,656.912,586.78,809.595,694.237,659.638,705.817,722.41,839.067,751.757,723.028,505.24,506.038,534.087,577.997,529.026,732.593,717.043,867.798,NaN,644.518,665.69,981.292,781.706,718.555,795.467,680.392,686.48,853.18,678.013,895.472,607.717,631.457,630.233,780.564,791.76,695.992,723.411,797.29,651.595,674.754,660.624,661.632,846.18,801.75,640.349,792.666,595.652,601.5,730.778,651.996,512.268,570.089,706.692,630.068,525.648,749.576,717.67
863.027,NaN,733.425,695.597,732.435,675.476,818.972,728.11,658.089,604.566,793.096,620.067,983.033,842.308,751.751,780.755,809.971,784.46,692.543,800.733,642.973,700.606,626.578,657.112,586.906,809.792,694.458,659.883,706.403,722.537,839.287,751.799,723.388,505.71,506.13,534.5,578.054,529.114,732.785,717.194,867.959,NaN,644.824,665.77,982.062,782.1,718.915,795.577,680.618,686.594,853.508,678.165,895.705,608.134,632.137,630.526,780.785,792.127,696.204,723.521,797.657,652.242,674.904,661.372,661.9,846.515,802.296,640.555,793.194,595.811,602.154,731.463,652.148,512.337,571.306,707.339,630.292,525.692,749.656,717.78
864.06,NaN,733.584,695.777,732.599,675.79,819.443,728.266,658.167,604.77,793.232,620.295,983.244,842.817,752.349,781.002,810.304,784.702,693.275,800.855,643.172,700.831,626.926,657.564,587.154,810.285,694.791,660.322,706.747,722.706,839.394,752.747,723.586,505.923,506.15,534.663,578.308,529.484,732.875,717.346,868.297,NaN,645.172,666.096,982.551,782.369,719.157,795.971,680.78,686.827,853.766,679.091,895.929,608.699,632.741,630.894,780.97,792.486,696.429,723.743,797.913,652.409,675.3,661.462,662.105,846.784,802.415,641.035,793.627,595.923,602.653,731.615,652.273,512.485,571.573,707.875,630.503,526.096,749.837,718.33
864.23,NaN,733.846,695.986,732.981,675.904,819.878,728.422,658.97,605.226,793.39,620.704,983.428,843.453,752.515,781.122,810.716,785.138,693.538,801.045,643.927,700.973,627.451,658.211,587.377,810.446,695.007,660.809,707.124,722.876,839.485,753.428,724.937,506.13,506.365,534.77,578.638,530.425,732.988,717.562,868.443,NaN,645.252,666.332,983.316,783.161,719.659,796.113,681.025,687.671,854.204,679.193,896.228,609.19,633.084,631.144,781.183,792.716,696.816,724.705,798.032,652.633,675.41,661.865,662.227,847.174,802.667,641.256,793.818,596.152,602.714,732.03,653.281,512.626,571.828,708.309,630.907,526.215,749.985,718.798
864.415,NaN,734.029,696.764,733.315,676.26,820.764,728.531,659.214,605.589,793.811,620.865,983.806,843.57,752.779,781.388,811.278,785.434,693.829,801.32,644.262,701.113,627.506,658.416,587.456,810.768,695.139,661.157,707.688,723.808,840.129,753.708,725.006,506.263,506.936,534.802,579.368,530.49,733.192,718.248,868.833,NaN,645.966,666.797,983.752,783.24,720.182,796.5,681.756,687.882,854.363,679.468,896.355,609.671,633.27,631.409,781.371,793.479,697.187,725.087,798.285,652.842,675.531,662.205,662.312,847.672,802.817,641.464,793.989,596.269,602.78,732.772,653.681,512.761,572.33,708.49,631.766,526.989,750.32,718.921
864.747,NaN,734.462,697.948,733.565,676.428,821.126,729.583,659.922,605.77,793.963,621.01,984.25,843.776,752.943,781.556,811.723,785.55,693.96,802.733,644.431,701.399,627.819,658.796,587.834,810.919,695.423,661.357,708.328,723.978,840.872,753.743,725.063,506.393,506.981,534.939,579.52,530.669,733.28,718.344,869.179,NaN,646.021,666.911,984.504,783.38,720.611,796.717,682.151,688.297,854.558,679.658,897.595,610.031,633.783,631.9,781.632,793.607,697.27,725.428,798.356,653.5,676.019,662.85,662.653,847.884,803.053,641.594,794.281,596.427,602.917,733.251,653.785,512.911,572.46,708.975,632.505,527.271,750.544,719.109
865.363,NaN,734.818,698.071,733.874,676.725,821.393,729.701,660.182,605.991,794.157,621.47,984.479,843.866,753.163,781.742,811.9,785.724,694.355,802.805,644.616,701.631,627.886,659.098,587.948,811.874,695.596,661.624,708.703,724.077,841.598,753.828,725.088,506.816,507.042,535.3,579.64,530.928,733.38,718.676,869.448,NaN,646.109,667.386,984.672,783.652,720.752,796.834,682.357,688.501,854.747,679.788,898.313,610.176,633.878,632.102,781.897,793.771,697.425,725.589,798.66,653.66,676.516,663.061,662.86,847.989,803.899,641.859,794.694,596.572,603.092,733.65,654.611,513.07,573.146,709.843,633.034,527.653,750.576,719.266
865.631,NaN,735.052,699.023,734.096,677.216,821.52,729.848,660.333,605.991,794.474,622.087,985.637,844.513,753.568,782.02,812.176,786.012,695.275,803.275,644.77,701.855,628.107,659.471,588.086,811.941,695.753,661.783,709.69,724.232,841.794,754.184,725.186,507.012,507.115,535.381,580.504,531.194,733.837,719.07,869.812,NaN,646.6,667.727,985.994,784.2,721.129,797.477,682.492,689.045,854.824,679.996,898.474,610.467,634.242,632.259,782.5,794.485,697.615,725.657,800.13,653.861,677.055,663.145,663.306,848.156,804.064,642.182,795.004,596.835,603.178,734.295,654.735,513.375,573.342,710.087,633.226,528.048,751.342,719.669
865.731,NaN,735.58,699.22,734.207,677.6,821.788,729.991,660.744,606.345,794.756,622.195,985.948,844.589,753.684,782.313,812.479,786.403,695.998,804.375,645.052,702.095,628.276,659.676,588.554,812.173,696.051,661.946,709.944,724.628,841.871,754.788,725.322,507.184,507.705,535.513,580.65,531.252,733.907,719.19,870.008,NaN,646.937,667.909,986.275,784.859,721.421,797.547,682.641,689.253,855.154,680.276,898.73,610.722,634.562,632.482,783.174,794.96,697.708,726.452,800.494,654.066,677.162,663.278,663.607,848.401,804.229,642.351,795.187,597.39,603.619,735.249,654.971,513.412,573.743,710.34,633.761,528.191,751.449,719.787
866.455,NaN,735.948,699.642,734.508,677.696,822.009,729.991,661.099,606.931,795.104,622.551,986.019,845.114,753.952,782.843,813.306,786.632,696.265,804.981,645.117,703.371,628.427,659.968,588.996,812.588,696.219,662.069,710.011,725.193,842.06,754.842,725.86,507.614,507.961,535.666,581.084,531.402,734.941,719.328,870.215,NaN,647.538,668.158,986.577,785.005,722.537,797.707,683.037,689.32,855.743,680.56,898.873,610.818,634.724,633.199,783.415,795.197,698.333,726.611,800.749,654.282,677.5,663.578,663.971,848.928,804.396,642.737,795.34,597.819,603.758,735.505,655.065,514.043,574.016,710.455,634.015,528.263,751.946,719.878
866.644,NaN,736.151,699.967,734.676,677.852,822.356,730.286,661.298,607.084,795.462,622.657,986.2,845.893,754.146,783.126,813.518,786.864,696.711,805.279,645.256,703.521,629.354,660.27,589.237,812.957,696.36,662.231,710.539,725.757,842.652,755.477,726.091,507.689,508.281,535.756,581.452,531.505,735.638,719.433,870.436,NaN,647.814,668.282,987.374,785.531,722.79,798.345,683.382,689.453,855.88,680.819,899.328,611.009,635,633.368,783.706,796.291,698.417,726.949,801.274,654.708,677.619,663.677,664.943,849.066,804.662,643.05,795.551,598.324,603.926,736.608,655.222,514.089,574.445,710.839,634.185,528.67,752.012,720.169
867.024,NaN,736.535,700.548,734.987,678.065,822.59,730.585,661.491,607.389,795.778,622.772,986.524,845.969,754.413,783.724,813.717,787.132,696.816,805.403,645.389,703.681,629.482,660.591,589.398,813.838,696.863,662.704,710.733,726.022,843.194,755.967,726.298,507.819,508.536,535.889,581.705,531.77,736.852,720.899,870.702,NaN,647.903,668.558,987.715,785.686,722.949,798.672,683.558,689.665,856.765,681.08,899.56,611.481,635.232,634.27,783.931,796.655,698.606,727.241,801.696,655.034,677.867,663.826,665.143,849.162,804.811,643.642,795.751,598.615,604.022,736.936,655.29,514.292,574.755,711.426,634.344,528.709,752.162,720.744
867.205,NaN,737.118,701.313,735.123,678.231,823.376,730.703,661.648,607.586,796.154,622.955,986.87,846.149,754.499,784.133,814.435,787.434,696.987,805.591,645.705,704.589,629.611,660.736,589.813,814.306,697.201,662.884,711.434,726.565,843.848,755.982,727.203,507.866,508.747,536.052,582.072,532.069,737.661,721.283,870.778,NaN,648.587,669.551,988.204,785.788,723.265,798.862,683.89,689.936,856.864,681.464,900.202,611.99,635.375,634.454,784.251,796.865,698.725,727.565,801.937,655.213,678.444,664.038,666.536,849.273,804.971,643.84,795.965,598.689,604.394,738.242,655.407,514.444,574.968,711.597,634.476,528.92,752.852,720.825
867.296,NaN,737.25,701.443,735.632,679.024,824.016,730.931,661.936,607.918,796.711,623.273,987.362,847.028,754.925,784.361,814.561,787.569,697.734,805.955,645.916,704.894,629.905,661.074,590.166,814.372,697.585,663.068,711.584,729.001,844.179,756.05,728.08,507.961,509.197,536.516,582.261,532.262,738.19,721.824,870.97,NaN,648.692,669.752,988.41,785.935,723.667,799.155,684.104,690.245,858.283,681.697,900.671,612.075,635.849,634.624,784.337,797.053,699.038,727.664,802.202,655.503,678.742,664.179,666.766,849.558,805.476,644.077,796.264,598.973,605.252,738.45,655.453,514.48,575.022,711.691,634.978,528.982,753.177,721.134
867.383,NaN,737.822,701.994,736.027,679.961,824.133,731.034,662.005,608.017,797.378,623.395,987.556,848.317,755.036,784.894,814.943,787.714,698.041,806.198,646.13,705.054,630.021,661.183,590.278,814.522,698.058,663.385,711.857,729.255,844.219,756.524,728.126,508.284,509.365,536.607,582.39,532.548,738.558,721.908,871.361,NaN,648.791,669.939,988.845,786.28,723.825,799.332,684.615,690.453,858.466,682.057,901.017,612.31,636.35,634.804,784.741,797.351,699.395,727.866,802.423,655.649,678.866,664.364,666.996,849.679,805.663,644.188,796.791,599.083,605.359,739.187,656.243,514.516,575.489,712.013,634.978,529.15,753.648,721.268
867.569,NaN,738.158,702.369,736.162,680.484,824.439,731.227,662.177,608.165,797.796,623.595,987.843,848.676,755.308,785.021,815.185,787.806,698.152,806.432,647.019,705.653,630.437,661.362,590.424,815.111,698.255,663.812,712.502,729.587,844.314,757.761,729.232,508.476,510.134,536.707,582.451,532.854,738.667,721.966,871.882,NaN,648.925,670.282,989.228,786.468,724.24,799.49,685.254,690.831,859.352,682.177,901.206,612.468,636.456,634.985,785.314,798.341,699.519,728.339,802.813,655.93,679.303,664.501,667.12,849.968,805.876,644.337,797.197,599.365,606.032,739.531,656.75,515.086,575.527,712.592,635.08,529.359,753.887,722.613
868.087,NaN,738.638,702.609,736.509,680.885,824.526,731.474,662.583,608.547,797.956,623.768,988.357,849.103,755.49,785.234,815.63,788.047,698.474,806.643,647.152,705.722,630.948,661.807,590.563,815.693,698.466,664.146,712.671,730.041,844.434,757.812,729.261,508.998,510.723,537.012,582.537,533.155,738.728,722.126,872.824,NaN,649.208,670.444,989.973,786.793,724.849,800.512,685.404,690.932,859.468,682.399,901.395,612.843,636.662,635.091,785.673,798.458,699.696,728.609,803.021,656.371,679.374,664.722,667.309,850.547,805.952,644.582,797.715,599.476,606.113,739.6,656.813,515.358,576.721,712.64,635.248,529.582,753.954,723.094
868.416,NaN,738.848,702.726,737.445,681.139,824.955,731.876,663.06,608.793,798.624,624.109,988.942,849.304,755.859,785.702,815.979,788.304,698.742,806.788,647.309,705.892,631.311,661.866,590.849,815.871,698.666,664.265,713.11,730.191,845.242,757.906,729.583,509.104,510.813,537.492,583.05,533.214,738.832,722.24,874.327,NaN,649.379,670.909,990.251,787.024,725.419,800.841,685.534,691.042,860.678,682.549,901.464,613.227,636.941,635.263,785.777,798.807,699.87,729.181,803.592,657.086,679.474,665.095,667.486,850.727,806.026,644.85,797.883,599.858,606.253,739.724,657.38,515.419,576.768,713.287,635.458,530.12,754.206,723.234
868.618,NaN,739.504,703,737.756,681.369,825.436,732.286,663.322,609.426,798.905,624.178,989.607,849.409,756.023,786.293,816.506,788.422,699.062,807.14,647.451,706.132,631.516,662.225,590.939,816.32,698.799,664.427,713.359,730.642,845.926,757.996,730.43,509.452,511.025,537.549,583.089,533.498,739.282,722.537,874.623,NaN,649.719,671.005,990.369,787.144,726.015,801,685.792,691.422,860.861,682.895,901.862,613.275,637.226,635.481,786.07,798.957,700.086,729.45,803.847,657.592,679.751,665.338,667.78,850.859,806.282,644.984,798.004,600.046,606.959,739.828,657.492,515.475,577,713.643,635.759,530.182,754.544,723.27
868.937,NaN,739.673,703.242,738.503,681.699,825.693,732.427,663.451,609.663,799.399,624.334,989.758,850,756.123,786.488,817.34,788.798,699.262,807.388,647.729,706.527,631.801,662.585,591.194,816.425,699.008,664.486,713.541,731.36,846.588,758.308,730.662,509.554,511.359,537.635,583.257,533.596,739.392,723.356,875.057,NaN,650.179,671.395,990.493,787.328,726.229,801.485,686.34,691.588,861.236,683.409,902.272,613.415,637.505,636.225,786.46,799.267,700.313,730.172,804.055,657.751,679.857,665.662,668.403,851.151,806.489,645.619,798.185,600.296,607.052,741.043,657.541,515.617,577.675,713.951,635.911,530.486,756.033,723.83
869.868,NaN,739.8,703.42,739.302,681.962,825.849,733.181,664.113,609.787,799.752,625.069,990.109,850.511,756.573,787.127,817.677,789.106,699.961,808.16,647.94,706.883,631.874,662.727,591.262,816.632,699.499,664.794,713.667,731.477,846.738,758.85,730.952,509.708,511.441,538.258,583.388,533.647,739.592,723.387,875.304,NaN,650.612,671.523,991.006,787.758,726.718,801.597,686.627,691.927,861.561,683.715,902.91,613.511,637.673,636.657,786.658,799.366,700.48,730.663,804.15,658.384,680.053,665.755,668.949,851.231,806.65,645.967,798.33,600.477,607.892,741.275,657.748,516.105,578.07,714.241,636.491,530.762,756.396,723.998
870.296,NaN,740.191,703.535,739.386,682.24,826.135,733.608,664.507,609.905,799.967,625.157,990.26,850.944,756.879,787.342,818.147,789.541,700.782,808.299,648.89,706.977,632.236,664.116,591.494,816.818,699.809,665.212,713.723,731.787,846.88,758.94,731.257,510.143,511.486,538.282,583.468,534.066,739.993,723.724,875.578,NaN,650.869,671.68,991.249,787.852,726.827,801.864,686.761,692.176,861.914,683.857,903.317,613.735,637.893,636.888,787.378,799.583,701.137,730.936,804.386,658.498,680.133,665.938,669.208,851.353,806.847,646.48,798.666,601.025,608.196,741.737,658.578,517.103,578.099,714.284,636.541,530.988,756.671,724.084
870.531,NaN,740.246,703.972,739.645,682.551,826.304,733.882,664.65,610.028,800.267,625.345,991.022,851.519,757.008,787.877,818.259,789.873,701.185,808.413,649.24,707.498,632.678,664.364,591.723,817.144,700.202,665.42,713.839,731.987,846.945,759.41,731.614,510.479,511.581,538.489,583.916,534.375,739.993,723.854,876.216,NaN,651.153,671.834,991.527,788.155,727.059,802.3,687.06,692.645,862.109,684.002,903.576,613.947,638.318,637.349,788.502,799.681,701.237,731.132,805.433,658.937,680.608,666.081,669.322,851.949,807.128,646.589,798.838,601.143,608.229,741.806,658.901,517.231,578.294,714.8,636.689,531.135,757.266,724.529
870.914,NaN,740.407,704.171,739.876,682.727,826.732,734.104,664.956,610.156,800.89,625.84,991.275,852.205,757.553,788.214,818.574,790.514,701.609,808.838,649.417,707.838,632.947,664.515,591.811,817.666,701.108,665.732,714.173,732.314,847.168,760.032,731.921,510.736,511.712,538.557,584.07,535.629,740.046,724.097,877.105,NaN,651.281,672.049,992.107,788.348,727.399,802.719,687.216,692.865,862.238,684.383,903.69,614.377,638.506,637.566,788.772,800.139,701.775,731.268,805.574,659.747,680.867,666.362,669.465,853.317,807.624,646.858,799.099,601.289,608.916,742.15,659.409,517.395,578.639,715.146,636.762,531.647,758.029,725.467
871.373,NaN,740.536,704.442,740.25,683.179,827.019,734.301,665.156,610.355,801.228,626.382,991.649,852.329,757.884,788.414,818.981,791.496,702.469,809.009,650.116,708.038,633.595,665.001,591.937,817.932,701.35,666.243,714.274,732.41,847.65,760.477,732.808,510.817,511.901,539.071,584.243,535.661,740.13,724.6,877.483,NaN,651.66,672.274,992.647,788.514,727.558,803.06,687.418,693.091,862.336,684.441,904.737,614.627,639.138,637.964,788.926,800.619,701.991,731.418,805.656,659.917,681.036,666.718,669.671,853.474,807.733,647.059,799.4,601.509,609.124,742.439,659.653,517.567,578.73,715.531,637.008,532.13,758.19,725.906
871.506,NaN,740.727,704.524,740.524,683.302,827.204,734.523,665.439,610.652,801.492,626.463,991.962,852.838,758.237,788.53,819.167,791.696,702.594,809.387,650.37,708.296,633.871,665.268,592.264,818.456,701.64,666.36,714.751,732.716,848.013,760.505,732.867,510.982,512.135,539.222,584.298,535.803,740.144,725.747,877.932,NaN,651.77,672.583,992.937,788.715,727.763,803.244,688.147,693.14,863.192,684.559,905.421,614.769,639.828,638.106,789.537,800.936,702.129,731.77,806.021,660.373,681.599,666.845,669.927,853.853,808.078,647.361,799.897,602.113,609.372,742.528,659.691,517.625,579.071,716.332,637.1,532.251,758.99,726.054
